faultNumber,simulationRun,sample,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
0.0,3.0,370,0.24482,3675.4,4514.7,9.3861,26.845,42.272,2696.5,75.23,120.41,0.35923,80.701,50.858,2624.1,25.193,49.906,3096.1,23.563,65.668,222.4,337.82,94.635,77.568,31.856,9.0177,26.071,6.9219,19.34,1.6481,32.749,13.935,24.157,1.2669,19.052,2.2593,4.8116,2.2512,0.016102,0.8358,0.11198,53.078,44.087,63.481,53.216,24.141,59.36,21.35,42.924,40.624,46.316,45.201,41.254,16.601
0.0,3.0,371,0.27906,3665.6,4465.8,9.4169,26.791,42.182,2694.5,75.158,120.4,0.3568,80.606,50.597,2622.5,25.251,49.99,3097.1,22.92,65.673,218.11,337.21,94.651,77.325,32.276,8.8736,26.197,7.021,19.402,1.6484,32.765,13.747,23.747,1.3619,18.876,2.2736,4.9037,2.3685,0.009167,0.83113,0.083866,53.616,43.366,63.254,52.992,26.999,61.091,20.923,42.011,39.857,46.511,45.509,40.688,18.14
0.0,3.0,372,0.27564,3672.1,4458.7,9.306,26.566,42.296,2692.4,74.41,120.4,0.35072,80.414,49.117,2619.6,24.298,50.121,3095.6,23.316,65.647,218.13,337.43,94.725,77.212,32.276,8.8736,26.197,7.021,19.402,1.6484,32.765,13.747,23.747,1.3619,18.876,2.2736,4.9037,2.3685,0.009167,0.83113,0.083866,53.616,43.366,63.142,53.077,27.335,62.075,20.648,42.753,35.5,46.813,45.444,41.297,17.213
0.0,3.0,373,0.23583,3596.9,4449.1,9.4137,26.768,42.481,2693.4,74.544,120.36,0.33432,80.486,48.28,2621.9,26.054,48.241,3094.7,23.346,65.603,221.07,338.23,94.658,77.575,32.011,9.0785,26.865,6.817,18.817,1.694,32.944,13.863,23.379,1.2912,19.135,2.2343,4.8912,2.3649,0.009167,0.83113,0.083866,53.616,43.366,63.483,52.94,23.5,64.192,21.182,39.737,33.039,42.463,45.121,40.575,17.118
0.0,3.0,374,0.23698,3622.8,4404.2,9.4267,26.772,42.325,2695.3,75.61,120.37,0.33357,80.472,51.481,2622.5,25.716,50.447,3094.2,22.365,65.589,221.06,338.69,94.832,77.097,32.011,9.0785,26.865,6.817,18.817,1.694,32.944,13.863,23.379,1.2912,19.135,2.2343,4.8912,2.3649,0.009167,0.83113,0.083866,53.616,43.366,63.037,53.478,23.387,60.817,21.318,39.828,42.458,47.569,45.063,40.761,19.48
0.0,3.0,375,0.26384,3719.9,4482.3,9.3813,27.398,42.549,2694.2,74.538,120.39,0.34522,80.229,49.263,2622.6,25.081,50.068,3095.4,22.56,65.545,220.55,338.5,94.692,77.097,31.901,8.7938,26.294,6.9486,19.046,1.6346,32.669,14.013,24.108,1.3721,18.859,2.2979,4.9514,2.262,0.009167,0.83113,0.083866,53.616,43.366,63.121,53.923,25.89,63.256,21.314,41.491,35.931,46.692,45.051,41.544,19.031
0.0,3.0,376,0.26261,3700.6,4491.5,9.4611,26.356,42.475,2694.1,74.119,120.41,0.34152,80.201,51.637,2621.9,24.804,48.831,3095.3,23.522,65.443,219.79,338.33,94.614,77.494,31.901,8.7938,26.294,6.9486,19.046,1.6346,32.669,14.013,24.108,1.3721,18.859,2.2979,4.9514,2.262,0.01553,0.85809,0.09573,54.142,43.102,63.453,53.813,26.01,62.711,20.931,41.943,42.916,43.829,44.941,41.119,16.736
0.0,3.0,377,0.27458,3670.8,4430.9,9.3526,27.272,42.527,2698.0,73.594,120.42,0.36293,80.474,49.953,2626.8,24.767,48.121,3097.3,23.182,65.449,218.99,339.44,94.7,77.65,31.608,8.7372,25.769,6.8627,19.433,1.7074,32.439,13.789,23.755,1.3382,18.909,2.2623,4.915,2.2861,0.01553,0.85809,0.09573,54.142,43.102,62.81,53.95,27.39,60.2,21.951,43.525,37.963,42.186,44.904,41.575,17.518
0.0,3.0,378,0.27608,3663.7,4448.0,9.3261,27.057,42.206,2699.5,75.051,120.39,0.36104,80.592,49.651,2627.8,23.227,49.075,3098.8,23.82,65.495,220.6,339.36,94.473,77.533,31.608,8.7372,25.769,6.8627,19.433,1.7074,32.439,13.789,23.755,1.3382,18.909,2.2623,4.915,2.2861,0.01553,0.85809,0.09573,54.142,43.102,62.933,53.745,27.243,63.818,21.931,43.755,37.074,44.394,44.648,40.816,15.992
0.0,3.0,379,0.30982,3652.9,4441.8,9.4042,26.977,42.091,2700.7,75.03,120.42,0.338,80.505,50.05,2629.1,22.48,49.148,3099.4,21.691,65.49,219.75,339.55,94.55,77.363,31.674,8.8928,26.355,6.8911,19.162,1.6351,32.652,13.792,23.999,1.4091,18.999,2.3104,4.8578,2.2131,0.01553,0.85809,0.09573,54.142,43.102,63.851,52.791,30.389,62.133,21.763,40.694,38.247,44.562,44.612,41.146,21.05
0.0,3.0,380,0.31082,3659.1,4414.8,9.449,27.054,42.476,2697.8,74.6,120.41,0.33944,80.194,50.191,2625.4,24.779,49.873,3098.0,22.995,65.464,217.93,339.68,94.475,76.99,31.674,8.8928,26.355,6.8911,19.162,1.6351,32.652,13.792,23.999,1.4091,18.999,2.3104,4.8578,2.2131,0.01553,0.85809,0.09573,54.142,43.102,63.743,53.114,30.291,60.53,21.359,40.518,38.662,46.24,44.666,40.92,18.001
0.0,3.0,381,0.31051,3716.0,4495.8,9.3033,26.994,42.551,2699.5,75.294,120.43,0.34083,80.265,51.094,2628.3,24.33,50.424,3099.0,22.64,65.424,220.33,339.94,94.612,77.847,31.979,8.7874,26.322,6.9544,18.775,1.6673,33.056,13.826,23.562,1.1218,18.996,2.2784,4.796,2.3387,0.024504,0.84804,0.096361,53.962,44.42,62.52,52.721,30.178,62.614,21.754,40.379,41.32,47.514,45.051,41.793,18.79
0.0,3.0,382,0.3084,3670.2,4436.6,9.2237,26.745,42.529,2703.9,74.573,120.41,0.33738,80.553,50.227,2633.1,25.867,51.981,3101.1,22.447,65.468,219.74,340.87,94.38,77.685,31.979,8.7874,26.322,6.9544,18.775,1.6673,33.056,13.826,23.562,1.1218,18.996,2.2784,4.796,2.3387,0.024504,0.84804,0.096361,53.962,44.42,63.308,53.429,30.386,60.475,22.181,40.801,38.767,51.119,45.299,41.412,19.233
0.0,3.0,383,0.28107,3657.7,4515.7,9.4006,26.832,42.303,2701.8,74.264,120.4,0.34334,80.265,49.455,2630.3,26.332,51.774,3099.5,22.804,65.53,220.86,340.75,94.612,77.092,31.71,8.9213,26.273,7.0507,18.88,1.6445,32.896,13.762,24.004,1.2062,18.868,2.2744,4.8543,2.2329,0.024504,0.84804,0.096361,53.962,44.42,62.93,53.401,28.023,59.46,22.117,40.961,36.495,50.639,45.395,40.79,18.427
0.0,3.0,384,0.28358,3639.7,4540.6,9.4001,26.937,42.265,2702.1,74.438,120.41,0.3432,80.163,49.477,2630.5,25.281,50.294,3099.2,23.284,65.489,221.88,341.5,94.561,77.109,31.71,8.9213,26.273,7.0507,18.88,1.6445,32.896,13.762,24.004,1.2062,18.868,2.2744,4.8543,2.2329,0.024504,0.84804,0.096361,53.962,44.42,63.239,53.104,27.776,62.033,22.25,40.977,36.562,47.214,45.502,41.006,17.294
0.0,3.0,385,0.31341,3636.5,4506.6,9.3199,26.884,42.227,2702.8,74.609,120.36,0.33623,80.021,49.7,2631.6,25.451,51.741,3098.7,22.632,65.443,224.38,342.26,94.667,77.168,32.326,8.842,26.154,7.0837,18.988,1.652,32.935,13.897,23.923,1.2584,18.47,2.2737,4.8941,2.2888,0.024504,0.84804,0.096361,53.962,44.42,62.336,53.243,30.664,61.966,22.426,40.066,37.218,50.564,45.477,40.61,18.857
0.0,3.0,386,0.31083,3668.2,4479.9,9.507,26.907,42.466,2706.2,74.9,120.43,0.33302,80.256,49.672,2635.6,26.191,49.853,3103.3,23.143,65.43,223.71,342.39,94.593,78.116,32.326,8.842,26.154,7.0837,18.988,1.652,32.935,13.897,23.923,1.2584,18.47,2.2737,4.8941,2.2888,0.0090601,0.85197,0.093657,53.697,43.43,61.791,53.562,30.917,60.438,22.309,40.458,37.135,46.194,45.513,41.569,17.572
0.0,3.0,387,0.25337,3605.2,4471.1,9.369,26.861,42.445,2709.1,74.491,120.38,0.351,80.379,48.627,2637.6,25.457,49.247,3104.7,22.689,65.481,222.12,342.51,94.756,77.638,32.413,8.9111,26.228,6.8875,18.588,1.6185,32.802,13.705,23.738,1.2815,18.486,2.2368,4.9475,2.2729,0.0090601,0.85197,0.093657,53.697,43.43,62.41,53.378,25.182,62.393,22.693,41.877,34.06,44.79,45.749,40.907,18.658
0.0,3.0,388,0.25401,3638.5,4450.7,9.4905,26.795,42.256,2707.1,75.519,120.4,0.35309,80.018,50.671,2636.4,26.257,49.841,3103.8,22.883,65.483,223.14,342.84,94.656,77.24,32.413,8.9111,26.228,6.8875,18.588,1.6185,32.802,13.705,23.738,1.2815,18.486,2.2368,4.9475,2.2729,0.0090601,0.85197,0.093657,53.697,43.43,61.838,53.622,25.119,62.369,22.347,41.621,40.074,46.165,45.757,41.621,18.24
0.0,3.0,389,0.24412,3676.3,4476.0,9.3977,26.863,42.71,2710.7,73.829,120.39,0.33219,80.076,50.195,2639.4,25.002,50.424,3105.5,23.875,65.449,226.11,343.69,94.647,77.574,32.484,8.8117,26.603,6.6681,18.822,1.6909,32.659,13.958,23.89,1.2222,18.837,2.2852,4.8867,2.2635,0.0090601,0.85197,0.093657,53.697,43.43,62.81,54.299,24.066,61.077,22.83,39.021,38.673,47.516,45.593,41.188,15.859
0.0,3.0,390,0.24235,3680.3,4511.3,9.4487,26.711,41.996,2712.3,73.333,120.43,0.33214,80.19,49.898,2642.3,22.988,49.491,3106.9,22.91,65.456,225.79,343.81,94.502,77.319,32.484,8.8117,26.603,6.6681,18.822,1.6909,32.659,13.958,23.89,1.2222,18.837,2.2852,4.8867,2.2635,0.0090601,0.85197,0.093657,53.697,43.43,62.741,53.877,24.24,61.878,22.801,39.026,37.8,45.357,45.722,41.674,18.155
0.0,3.0,391,0.2359,3721.3,4468.2,9.4841,26.605,42.441,2709.5,75.228,120.4,0.36158,79.843,49.279,2638.9,25.84,51.808,3106.0,23.586,65.425,226.71,343.85,94.461,77.028,32.208,9.0596,26.596,6.8461,18.676,1.6102,33.141,13.725,23.865,1.2966,18.147,2.2244,4.8667,2.2779,0.022219,0.84492,0.097053,54.08,43.955,64.059,53.828,23.005,63.126,22.552,42.22,35.978,50.719,45.868,40.608,16.586
0.0,3.0,392,0.23442,3718.5,4486.2,9.4085,27.012,42.609,2709.6,74.328,120.43,0.35589,79.874,50.307,2638.6,26.272,49.942,3105.2,22.814,65.381,224.67,343.86,94.358,77.378,32.208,9.0596,26.596,6.8461,18.676,1.6102,33.141,13.725,23.865,1.2966,18.147,2.2244,4.8667,2.2779,0.022219,0.84492,0.097053,54.08,43.955,64.107,53.613,23.15,62.795,22.646,42.914,39.004,46.401,46.208,41.65,18.401
0.0,3.0,393,0.26308,3674.6,4486.1,9.4916,27.256,42.243,2710.8,74.015,120.4,0.33107,80.022,50.275,2639.9,24.635,50.191,3106.0,21.861,65.403,224.57,343.56,94.414,77.638,32.663,9.0167,26.472,6.9784,18.679,1.6306,33.217,13.685,23.793,1.274,18.785,2.2453,4.8702,2.2822,0.022219,0.84492,0.097053,54.08,43.955,63.419,53.977,25.256,61.578,23.031,39.714,38.911,46.976,46.376,41.509,20.646
0.0,3.0,394,0.26058,3659.8,4523.0,9.4008,26.486,42.237,2711.0,74.275,120.45,0.33439,80.007,51.141,2640.9,25.86,49.714,3106.3,23.336,65.427,225.12,343.68,94.371,77.348,32.663,9.0167,26.472,6.9784,18.679,1.6306,33.217,13.685,23.793,1.274,18.785,2.2453,4.8702,2.2822,0.022219,0.84492,0.097053,54.08,43.955,63.674,53.535,25.503,63.822,22.572,39.309,41.459,45.872,46.478,42.472,17.158
0.0,3.0,395,0.21378,3645.5,4505.7,9.3831,26.875,42.625,2711.5,74.932,120.37,0.3273,80.012,49.428,2640.6,24.172,49.985,3105.4,24.734,65.473,226.89,344.25,94.492,77.532,32.424,8.9348,26.255,6.8756,18.511,1.6287,33.294,13.884,24.077,1.2064,18.397,2.3076,4.7965,2.3235,0.022219,0.84492,0.097053,54.08,43.955,62.73,53.751,20.941,63.05,22.929,38.947,36.416,46.498,46.476,40.312,13.818
0.0,3.0,396,0.21247,3658.2,4502.0,9.4254,26.599,42.167,2712.7,74.797,120.4,0.32921,80.155,49.946,2642.0,24.315,49.864,3107.3,23.544,65.547,226.42,343.77,94.641,77.315,32.424,8.9348,26.255,6.8756,18.511,1.6287,33.294,13.884,24.077,1.2064,18.397,2.3076,4.7965,2.3235,0.019039,0.83361,0.092181,53.868,43.765,62.513,53.796,21.071,60.136,22.885,38.715,37.941,46.22,46.51,41.676,16.643
0.0,3.0,397,0.23259,3675.8,4502.1,9.5573,27.1,42.545,2712.9,74.657,120.38,0.34915,80.049,50.142,2642.5,26.449,49.774,3107.9,21.496,65.526,226.66,344.31,94.454,77.505,32.774,8.7229,26.849,6.8426,18.392,1.6542,33.296,13.852,23.945,1.3184,18.578,2.2587,4.8359,2.2149,0.019039,0.83361,0.092181,53.868,43.765,63.068,54.238,22.903,60.567,23.16,41.535,38.518,46.01,46.57,41.352,21.486
0.0,3.0,398,0.2336,3686.2,4550.3,9.316,27.057,42.237,2712.5,74.933,120.41,0.34932,79.842,50.185,2641.4,25.937,48.229,3106.7,23.028,65.539,227.01,344.58,94.614,77.205,32.774,8.7229,26.849,6.8426,18.392,1.6542,33.296,13.852,23.945,1.3184,18.578,2.2587,4.8359,2.2149,0.019039,0.83361,0.092181,53.868,43.765,62.889,53.661,22.803,62.521,22.973,41.514,38.644,42.436,46.622,41.53,17.886
0.0,3.0,399,0.19479,3674.7,4553.6,9.4227,26.718,42.765,2711.7,74.856,120.37,0.3482,79.76,51.052,2640.8,25.185,49.542,3104.9,22.691,65.466,228.28,344.19,94.529,77.444,32.773,8.6114,26.592,6.8404,18.238,1.6432,33.373,13.852,24.11,1.2348,18.356,2.2578,4.9349,2.2947,0.019039,0.83361,0.092181,53.868,43.765,63.399,53.969,19.132,61.103,22.866,40.86,41.196,45.473,46.597,40.862,18.681
0.0,3.0,400,0.19519,3681.7,4514.7,9.442,26.942,42.292,2713.8,74.895,120.4,0.34742,79.996,50.237,2642.7,25.555,48.408,3107.8,23.016,65.478,229.95,343.86,94.532,77.614,32.773,8.6114,26.592,6.8404,18.238,1.6432,33.373,13.852,24.11,1.2348,18.356,2.2578,4.9349,2.2947,0.019039,0.83361,0.092181,53.868,43.765,63.278,54.435,19.093,62.391,23.076,40.956,38.798,42.849,46.533,41.589,17.889
0.0,3.0,401,0.19032,3679.1,4534.0,9.4593,26.604,42.356,2714.7,74.22,120.38,0.34401,80.113,49.506,2644.4,24.182,50.76,3109.2,22.487,65.524,226.93,343.74,94.414,77.418,32.282,8.8614,26.555,6.9146,18.763,1.6403,32.955,13.882,24.179,1.3522,18.526,2.2263,4.8419,2.2872,0.0064051,0.83441,0.096522,53.177,43.543,63.381,54.658,18.383,60.65,22.901,41.431,36.646,48.292,46.6,41.088,19.142
0.0,3.0,402,0.18936,3701.6,4558.5,9.3786,27.214,42.363,2714.4,74.027,120.4,0.34677,80.143,50.159,2643.2,25.053,49.089,3110.1,23.908,65.575,227.11,343.09,94.562,77.569,32.282,8.8614,26.555,6.9146,18.763,1.6403,32.955,13.882,24.179,1.3522,18.526,2.2263,4.8419,2.2872,0.0064051,0.83441,0.096522,53.177,43.543,62.994,54.364,18.477,61.12,22.731,41.093,38.567,44.426,46.542,42.044,15.741
0.0,3.0,403,0.23276,3642.4,4493.8,9.322,26.45,42.148,2714.4,75.651,120.37,0.35138,80.053,50.222,2642.8,21.856,51.195,3108.3,23.549,65.598,227.22,343.69,94.345,77.353,32.294,8.7246,26.528,7.1838,18.579,1.6435,32.784,13.808,23.769,1.2584,18.028,2.2305,4.7592,2.2543,0.0064051,0.83441,0.096522,53.177,43.543,63.365,53.897,22.851,63.828,22.663,41.393,38.754,49.3,46.487,41.478,16.604
0.0,3.0,404,0.23538,3678.9,4503.9,9.3797,26.757,42.487,2713.4,75.086,120.41,0.35215,79.928,50.787,2642.8,25.098,49.77,3107.1,23.139,65.555,227.15,343.89,94.623,77.364,32.294,8.7246,26.528,7.1838,18.579,1.6435,32.784,13.808,23.769,1.2584,18.028,2.2305,4.7592,2.2543,0.0064051,0.83441,0.096522,53.177,43.543,62.737,53.776,22.594,60.927,22.991,41.3,40.417,46.001,46.452,41.393,17.587
0.0,3.0,405,0.2286,3580.8,4532.2,9.5482,26.778,42.314,2713.1,73.22,120.37,0.34206,79.803,51.075,2642.5,25.902,51.798,3106.5,21.995,65.504,225.9,343.81,94.585,77.129,31.705,8.8907,26.204,6.7634,18.305,1.6707,33.374,13.761,24.432,1.1892,18.033,2.2216,4.9234,2.2911,0.0064051,0.83441,0.096522,53.177,43.543,61.907,53.908,22.84,61.869,23.037,40.569,41.264,50.694,46.525,40.969,20.329
0.0,3.0,406,0.23061,3580.9,4495.5,9.3748,26.708,42.745,2715.8,74.519,120.39,0.34415,79.814,50.629,2644.8,26.768,51.644,3108.3,22.983,65.463,227.12,344.27,94.827,77.408,31.705,8.8907,26.204,6.7634,18.305,1.6707,33.374,13.761,24.432,1.1892,18.033,2.2216,4.9234,2.2911,0.012613,0.8327,0.10888,53.531,43.206,61.904,54.347,22.643,61.75,23.009,40.315,39.951,50.338,46.399,39.848,17.972
0.0,3.0,407,0.29132,3717.8,4511.9,9.3923,26.959,42.252,2720.8,74.283,120.4,0.33735,79.877,49.403,2649.1,24.23,49.683,3114.8,23.188,65.45,226.35,343.99,94.681,77.599,32.476,8.7912,26.639,7.042,18.12,1.6961,33.149,13.639,24.654,1.1843,18.314,2.23,4.9379,2.3134,0.012613,0.8327,0.10888,53.531,43.206,63.149,54.879,28.253,60.307,23.034,39.832,36.344,45.801,46.438,41.985,17.47
0.0,3.0,408,0.2884,3709.4,4547.6,9.5029,26.932,42.621,2722.5,74.695,120.39,0.34,79.99,50.868,2652.1,24.951,49.611,3117.9,22.884,65.474,226.2,344.37,94.283,77.426,32.476,8.7912,26.639,7.042,18.12,1.6961,33.149,13.639,24.654,1.1843,18.314,2.23,4.9379,2.3134,0.012613,0.8327,0.10888,53.531,43.206,63.294,54.452,28.54,63.358,23.178,39.508,40.656,45.634,46.42,41.71,18.189
0.0,3.0,409,0.21468,3649.2,4573.4,9.2853,26.891,42.044,2722.9,74.603,120.42,0.326,79.926,50.738,2652.2,23.959,49.7,3117.1,23.233,65.5,225.78,344.69,94.572,77.216,32.668,8.822,26.487,6.5126,18.463,1.6741,33.29,13.5,24.624,1.2246,18.35,2.2267,4.7779,2.2325,0.012613,0.8327,0.10888,53.531,43.206,61.866,54.69,21.328,63.231,23.171,37.781,40.271,45.84,46.424,41.446,17.375
0.0,3.0,410,0.21436,3600.1,4534.9,9.3598,26.934,42.556,2721.9,74.9,120.39,0.32404,79.818,48.429,2652.0,23.659,49.699,3115.9,22.321,65.481,228.36,344.91,94.476,77.408,32.668,8.822,26.487,6.5126,18.463,1.6741,33.29,13.5,24.624,1.2246,18.35,2.2267,4.7779,2.2325,0.012613,0.8327,0.10888,53.531,43.206,62.712,55.152,21.359,60.932,23.198,38.021,33.478,45.837,46.164,40.941,19.522
0.0,3.0,411,0.19212,3769.1,4561.2,9.4289,26.693,42.036,2723.0,74.517,120.44,0.30815,79.861,49.713,2652.5,24.536,49.562,3117.6,23.003,65.433,226.67,344.38,94.437,77.019,32.555,8.7793,26.511,6.7365,18.2,1.6665,33.086,13.555,23.948,1.2706,17.764,2.2285,4.7945,2.3143,0.016615,0.81679,0.086308,53.554,43.659,64.546,54.078,19.107,61.782,22.865,35.856,37.256,45.52,46.237,42.591,17.931
0.0,3.0,412,0.19402,3762.0,4532.0,9.2252,27.279,42.33,2719.9,74.439,120.42,0.30625,79.734,49.653,2649.9,24.859,49.311,3116.3,22.499,65.409,228.33,344.13,94.096,77.166,32.555,8.7793,26.511,6.7365,18.2,1.6665,33.086,13.555,23.948,1.2706,17.764,2.2285,4.7945,2.3143,0.016615,0.81679,0.086308,53.554,43.659,64.668,54.428,18.921,64.26,23.235,36.088,37.079,44.941,46.041,41.28,19.124
0.0,3.0,413,0.20027,3682.1,4571.4,9.3279,26.934,42.542,2716.6,75.079,120.4,0.31291,79.683,51.254,2645.6,26.006,48.215,3114.0,22.742,65.39,226.1,343.36,94.415,77.252,32.381,8.7075,26.931,6.8033,18.337,1.6414,33.563,13.655,24.422,1.0687,18.167,2.2537,4.7386,2.291,0.016615,0.81679,0.086308,53.554,43.659,64.323,54.676,19.596,60.661,22.778,36.308,41.789,42.404,46.192,41.706,18.555
0.0,3.0,414,0.19864,3715.1,4565.4,9.179,26.511,42.466,2715.9,75.025,120.4,0.31224,79.739,50.536,2645.1,25.491,49.928,3111.5,22.988,65.367,225.08,342.95,94.298,76.953,32.381,8.7075,26.931,6.8033,18.337,1.6414,33.563,13.655,24.422,1.0687,18.167,2.2537,4.7386,2.291,0.016615,0.81679,0.086308,53.554,43.659,63.755,54.749,19.756,61.365,22.703,36.389,39.677,46.368,46.236,42.07,17.994
0.0,3.0,415,0.21062,3698.2,4517.8,9.2879,27.117,42.004,2713.6,75.011,120.38,0.32116,79.656,49.753,2642.3,26.075,49.666,3109.8,22.663,65.387,226.97,342.98,94.468,76.881,32.192,8.8957,26.395,7.0199,18.494,1.6475,33.269,13.753,24.757,1.1702,18.12,2.2493,4.8368,2.1967,0.016615,0.81679,0.086308,53.554,43.659,63.566,55.067,21.303,59.927,22.924,37.672,37.373,45.762,46.022,41.52,18.79
0.0,3.0,416,0.21436,3699.8,4561.7,9.3231,26.559,42.246,2711.8,75.069,120.38,0.32186,79.621,50.575,2639.9,24.125,49.459,3108.1,23.254,65.332,226.02,342.71,94.432,76.915,32.192,8.8957,26.395,7.0199,18.494,1.6475,33.269,13.753,24.757,1.1702,18.12,2.2493,4.8368,2.1967,0.0021111,0.82078,0.088711,53.33,42.927,63.537,54.542,20.936,61.69,22.332,37.587,39.791,45.282,45.635,41.35,17.401
0.0,3.0,417,0.2284,3647.3,4514.3,9.3295,26.947,42.354,2711.6,74.861,120.37,0.32928,79.696,51.769,2640.6,24.55,50.906,3107.0,23.648,65.298,223.41,342.37,94.634,77.178,32.017,8.6005,27.294,6.8664,18.678,1.6092,32.96,13.871,24.833,1.1569,17.849,2.288,4.7837,2.2643,0.0021111,0.82078,0.088711,53.33,42.927,62.514,54.783,22.96,60.467,22.458,39.126,43.305,48.631,45.637,40.358,16.462
0.0,3.0,418,0.23206,3632.7,4555.8,9.4095,27.188,42.009,2713.0,75.113,120.41,0.33281,79.86,49.7,2642.0,25.959,51.574,3108.9,23.23,65.282,223.23,342.0,94.562,77.528,32.017,8.6005,27.294,6.8664,18.678,1.6092,32.96,13.871,24.833,1.1569,17.849,2.288,4.7837,2.2643,0.0021111,0.82078,0.088711,53.33,42.927,62.765,54.286,22.6,62.143,22.93,38.695,37.218,50.176,45.424,41.108,17.43
0.0,3.0,419,0.24985,3651.5,4522.1,9.4194,26.574,42.291,2716.6,74.403,120.39,0.34369,80.209,50.205,2645.6,25.296,48.166,3111.6,22.568,65.363,222.91,341.99,94.52,77.647,32.102,8.758,26.83,6.8387,18.516,1.6497,33.272,13.869,24.42,1.3419,18.574,2.2199,4.8068,2.2398,0.0021111,0.82078,0.088711,53.33,42.927,63.729,54.27,24.337,60.03,22.42,40.505,38.704,42.29,45.218,41.528,18.969
0.0,3.0,420,0.24926,3693.1,4546.5,9.2028,26.441,42.326,2715.4,76.087,120.38,0.34131,80.201,51.253,2644.5,24.367,49.777,3111.9,23.035,65.409,221.06,341.33,94.656,77.309,32.102,8.758,26.83,6.8387,18.516,1.6497,33.272,13.869,24.42,1.3419,18.574,2.2199,4.8068,2.2398,0.0021111,0.82078,0.088711,53.33,42.927,63.014,53.979,24.394,63.154,22.296,40.795,41.788,46.019,45.145,41.265,17.866
0.0,3.0,421,0.24471,3712.8,4555.9,9.4978,26.697,42.466,2712.4,76.051,120.4,0.33884,79.982,50.345,2640.5,23.324,47.995,3109.7,21.893,65.413,218.51,341.39,94.411,77.107,32.229,8.9018,26.436,6.8622,18.54,1.6812,33.052,13.66,24.555,1.2609,18.233,2.1976,4.7895,2.2792,0.011317,0.83306,0.091671,53.252,44.043,62.945,54.294,23.5,58.762,22.352,41.103,39.114,41.894,45.208,41.096,20.598
0.0,3.0,422,0.2432,3694.7,4530.4,9.2882,26.889,42.184,2709.8,74.979,120.38,0.34233,79.862,49.119,2638.2,27.152,51.12,3107.0,22.93,65.377,223.16,341.28,94.705,76.878,32.229,8.9018,26.436,6.8622,18.54,1.6812,33.052,13.66,24.555,1.2609,18.233,2.1976,4.7895,2.2792,0.011317,0.83306,0.091671,53.252,44.043,63.257,54.598,23.649,60.921,22.191,40.677,35.508,49.126,44.593,40.784,18.169
0.0,3.0,423,0.22978,3682.0,4546.9,9.2233,27.156,42.258,2706.8,75.968,120.39,0.31842,79.76,49.216,2635.4,25.505,51.168,3104.6,23.557,65.296,219.74,341.13,94.573,76.915,31.766,8.8412,26.83,6.9502,18.978,1.6347,32.724,13.798,24.333,1.1444,18.549,2.2645,4.7948,2.3586,0.011317,0.83306,0.091671,53.252,44.043,63.3,54.384,22.599,59.316,22.186,37.923,35.793,49.236,44.702,41.058,16.698
0.0,3.0,424,0.2286,3698.2,4556.7,9.2617,26.948,42.448,2706.2,75.272,120.38,0.31785,79.756,49.73,2634.1,23.835,48.829,3103.3,21.816,65.266,218.81,340.28,94.742,77.364,31.766,8.8412,26.83,6.9502,18.978,1.6347,32.724,13.798,24.333,1.1444,18.549,2.2645,4.7948,2.3586,0.011317,0.83306,0.091671,53.252,44.043,63.021,54.266,22.716,59.527,22.143,37.993,37.305,43.825,44.588,41.652,20.818
0.0,3.0,425,0.27453,3669.2,4512.1,9.2343,26.653,42.745,2707.0,76.419,120.44,0.33599,79.99,50.3,2635.6,26.652,50.767,3103.6,22.819,65.233,218.91,340.38,94.614,77.565,32.208,8.9365,26.688,7.0521,18.772,1.6825,32.57,13.663,24.482,1.1616,18.593,2.2628,4.9236,2.2328,0.011317,0.83306,0.091671,53.252,44.043,62.724,53.727,27.386,62.683,22.161,39.335,38.982,48.308,44.383,41.256,18.421
0.0,3.0,426,0.2775,3670.9,4485.9,9.1636,27.098,42.379,2707.4,75.932,120.39,0.33457,80.212,49.277,2635.9,25.129,50.992,3104.9,23.111,65.317,219.14,340.3,94.721,77.305,32.208,8.9365,26.688,7.0521,18.772,1.6825,32.57,13.663,24.482,1.1616,18.593,2.2628,4.9236,2.2328,0.03899,0.82666,0.081842,54.862,44.202,62.696,54.042,27.094,59.442,22.148,39.509,35.971,48.83,44.461,40.046,17.733
